Chrom	Pos	Region	RCM	Enrichment
1	19251	intergenic	1	0
1	19501	intergenic	1	0
1	19751	intergenic	1	0
1	20001	intergenic	1	0
1	20251	intergenic	1	0
1	20501	intergenic	1	0
1	20751	intergenic	1	0
1	21001	intergenic	1	0
1	21251	intergenic	1	0
1	21501	intergenic	1	0
1	21751	intergenic	1	0
1	22001	intergenic	1	0
1	22251	intergenic	1	0
1	22501	intergenic	1	0
1	22751	intergenic	1	0
1	23001	intergenic	1	0
1	23251	intergenic	1	0
1	23501	intergenic	1	0
1	23751	intergenic	1	0
1	24001	intergenic	1	0
1	24251	intergenic	1	0
1	24501	intergenic	1	0
1	24751	intergenic	1	0
1	25001	intergenic	1	0
1	25251	intergenic	1	0
1	25501	intergenic	1	0
1	25751	intergenic	1	0
1	26001	intergenic	1	0
1	26251	intergenic	1	0
1	26501	intergenic	1	0
1	26751	intergenic	1	0
1	27001	intergenic	1	0
1	27251	intergenic	1	0
1	27501	intergenic	1	0
1	27751	intergenic	1	0
1	28001	intergenic	1	0
1	28251	intergenic	1	0
1	28501	intergenic	1	0
1	28751	intergenic	1	0
1	29001	intergenic	1	0
1	29251	intergenic	1	0
1	29501	intergenic	1	0
1	29751	intergenic	1	0
1	30001	intergenic	1	0
1	30251	intergenic	1	0
1	30501	intergenic	1	0
1	30751	intergenic	1	0
1	31001	intergenic	1	0
1	31251	intergenic	1	0
1	31501	intergenic	1	0
1	31751	intergenic	1	0
1	32001	intergenic	1	0
1	32251	intergenic	1	0
1	32501	intergenic	1	0
1	32751	intergenic	1	0
1	33001	intergenic	1	0
1	33251	intergenic	1	0
1	33501	intergenic	1	0
1	33751	intergenic	1	0
1	34001	intergenic	1	0
1	34251	intergenic	1	0
1	34501	intergenic	1	0
1	34751	intergenic	1	0
1	35001	intergenic	1	0
1	35251	intergenic	1	0
1	35501	intergenic	1	0
1	35751	intergenic	1	0
1	36001	intergenic	1	0
1	36251	intergenic	1	0
1	36501	intergenic	1	0
1	36751	intergenic	1	0
1	37001	intergenic	1	0
1	37251	intergenic	1	0
1	37501	intergenic	1	0
1	37751	intergenic	1	0
1	38001	intergenic	1	0
1	38251	intergenic	1	0
1	38501	intergenic	1	0
1	38751	intergenic	1	0
1	39001	intergenic	1	0
1	39251	intergenic	1	0
1	39501	intergenic	1	0
1	39751	intergenic	1	0
1	40001	intergenic	1	0
1	40251	intergenic	1	0
1	40501	intergenic	1	0
1	40751	intergenic	1	0
1	41001	intergenic	1	0
1	41251	intergenic	1	0
1	41501	intergenic	1	0
1	41751	intergenic	1	0
1	42001	intergenic	1	0
1	42251	intergenic	1	0
1	42501	intergenic	1	0
1	42751	intergenic	1	0
1	43001	intergenic	1	0
1	43251	intergenic	1	0
1	43501	intergenic	1	0
1	43751	intergenic	1	0
1	44001	intergenic	1	0
1	44251	intergenic	1	0
1	44501	intergenic	1	0
1	44751	intergenic	1	0
1	45001	intergenic	1	0
1	45251	intergenic	1	0
1	45501	intergenic	1	0
1	45751	intergenic	1	0
1	46001	intergenic	1	0
1	46251	intergenic	1	0
1	46501	intergenic	1	0
1	46751	intergenic	1	0
1	47001	intergenic	1	0
1	47251	intergenic	1	0
1	47501	intergenic	1	0
1	47751	intergenic	1	0
1	48001	intergenic	1	0
1	48251	intergenic	1	0
1	48501	intergenic	1	0
1	48751	intergenic	1	0
1	49001	intergenic	1	0
1	49251	intergenic	1	0
1	49501	intergenic	1	0
1	49751	intergenic	1	0
1	50001	intergenic	1	0
1	50251	intergenic	1	0
1	50501	intergenic	1	0
1	50751	intergenic	1.75	0.24
1	51001	intergenic	1.32	0.12
1	51251	intergenic	1	0
1	51501	intergenic	1	0
1	51751	intergenic	1	0
1	52001	intergenic	1	0
1	52251	intergenic	1	0
1	52501	intergenic	1	0
1	52751	intergenic	1	0
1	53001	intergenic	1	0
1	53251	intergenic	1	0
1	53501	intergenic	1	0
1	53751	intergenic	1	0
1	54001	intergenic	1	0
1	54251	intergenic	1	0
1	54501	intergenic	1	0
1	54751	intergenic	1	0
1	55001	intergenic	1	0
1	55251	intergenic	1	0
1	55501	intergenic	1	0
1	55751	intergenic	1	0
1	56001	intergenic	1	0
1	56251	intergenic	1	0
1	56501	intergenic	1	0
1	56751	intergenic	1	0
1	57001	intergenic	1	0
1	57251	intergenic	1	0
1	57501	intergenic	1	0
1	57751	intergenic	1	0
1	58001	intergenic	1	0
1	58251	intergenic	1	0
1	58501	intergenic	1	0
1	58751	intergenic	1	0
1	59001	intergenic	1	0
1	59251	intergenic	1	0
1	59501	intergenic	1	0
1	59751	intergenic	1	0
1	60001	intergenic	1	0
1	60251	intergenic	1	0
1	60501	intergenic	1	0
1	60751	intergenic	1	0
1	61001	intergenic	1	0
1	61251	intergenic	1	0
1	61501	intergenic	1	0
1	61751	intergenic	1	0
1	62001	intergenic	1	0
1	62251	intergenic	1	0
1	62501	intergenic	1	0
1	62751	intergenic	1	0
1	63001	intergenic	1	0
1	63251	intergenic	1	0
1	63501	intergenic	1	0
1	63751	intergenic	1	0
1	64001	intergenic	1	0
1	64251	intergenic	1	0
1	64501	intergenic	1	0
1	64751	intergenic	1	0
1	65001	intergenic	1	0
1	65251	intergenic	1	0
1	65501	intergenic	1	0
1	65751	intergenic	1	0
1	66001	intergenic	1	0
1	66251	intergenic	1	0
1	66501	intergenic	1	0
1	66751	intergenic	1	0
1	67001	intergenic	1	0
1	67251	intergenic	1	0
1	67501	intergenic	1	0
1	67751	intergenic	1	0
1	68001	intergenic	1	0
1	68251	intergenic	1	0
1	68501	intergenic	1	0
1	68751	intergenic	1	0
1	69001	intergenic	1	0
1	69251	intergenic	1	0
1	69501	intergenic	1	0
1	69751	intergenic	1	0
1	70001	intergenic	1	0
1	70251	intergenic	1	0
1	70501	intergenic	1	0
1	70751	intergenic	1	0
1	71001	intergenic	1	0
1	71251	intergenic	1	0
1	71501	intergenic	1	0
1	71751	intergenic	1	0
1	72001	intergenic	1	0
1	72251	intergenic	1	0
1	72501	intergenic	1	0
1	72751	intergenic	1	0
1	73001	intergenic	1	0
1	73251	intergenic	1	0
1	73501	intergenic	1	0
1	73751	intergenic	1	0
1	74001	intergenic	1	0
1	74251	intergenic	1.87	0.27
1	74501	intergenic	1.6	0.2
1	74751	intergenic	1	0
1	75001	intergenic	1	0
1	75251	intergenic	1	0
1	75501	intergenic	1	0
1	75751	intergenic	1	0
1	76001	intergenic	1	0
1	76251	intergenic	1	0
1	76501	intergenic	1	0
1	76751	intergenic	1	0
1	77001	intergenic	1	0
1	77251	intergenic	1	0
1	77501	intergenic	1	0
1	77751	intergenic	1	0
1	78001	intergenic	1	0
1	78251	intergenic	1	0
1	78501	intergenic	1	0
1	78751	intergenic	1	0
1	79001	intergenic	1	0
1	79251	intergenic	1	0
1	79501	intergenic	1	0
1	79751	intergenic	1	0
1	80001	intergenic	1	0
1	80251	intergenic	1	0
1	80501	intergenic	1	0
1	80751	intergenic	1	0
1	81001	intergenic	1.18	0.07
1	81251	intergenic	1.35	0.13
1	81501	intergenic	1.62	0.21
1	81751	intergenic	1.82	0.26
1	82001	intergenic	1.83	0.26
1	82251	intergenic	2.43	0.39
1	82501	intergenic	2.75	0.44
1	82751	intergenic	1.32	0.12
1	83001	intergenic	1	0
1	83251	intergenic	1	0
1	83501	intergenic	1	0
1	83751	intergenic	1	0
1	84001	intergenic	1	0
1	84251	intergenic	1	0
1	84501	intergenic	1	0
1	84751	intergenic	1	0
1	85001	intergenic	1	0
1	85251	intergenic	1	0
1	85501	intergenic	1	0
1	85751	intergenic	1	0
1	86001	intergenic	1	0
1	86251	intergenic	1	0
1	86501	intergenic	1	0
1	86751	intergenic	1	0
1	87001	intergenic	1	0
1	87251	intergenic	1	0
1	87501	intergenic	1	0
1	87751	intergenic	1	0
1	88001	intergenic	1	0
1	88251	intergenic	1	0
1	88501	intergenic	1	0
1	88751	intergenic	1	0
1	89001	intergenic	1	0
1	89251	intergenic	1	0
1	89501	intergenic	1	0
1	89751	intergenic	1	0
1	90001	intergenic	1	0
1	90251	intergenic	1.09	0.04
1	90501	intergenic	1	0
1	90751	intergenic	1	0
1	91001	intergenic	1	0
1	91251	intergenic	1	0
1	91501	intergenic	1	0
1	91751	intergenic	1	0
1	92001	intergenic	1	0
1	92251	intergenic	1	0
1	92501	intergenic	1	0
1	92751	intergenic	1	0
1	93001	intergenic	1	0
1	93251	intergenic	1	0
1	93501	intergenic	1	0
1	93751	intergenic	1	0
1	94001	intergenic	1	0
1	94251	intergenic	1	0
1	94501	intergenic	1	0
1	94751	intergenic	1	0
1	95001	intergenic	1	0
1	95251	intergenic	1	0
1	95501	intergenic	1	0
1	95751	intergenic	1	0
1	96001	intergenic	1	0
1	96251	intergenic	1	0
1	96501	intergenic	1	0
1	96751	intergenic	1	0
1	97001	intergenic	1	0
1	97251	intergenic	1	0
1	97501	intergenic	1	0
1	97751	intergenic	1	0
1	98001	intergenic	1	0
1	98251	intergenic	1	0
1	98501	intergenic	1	0
1	98751	intergenic	1	0
1	99001	intergenic	1	0
1	99251	intergenic	1	0
1	99501	intergenic	1	0
1	99751	intergenic	1	0
1	100001	intergenic	1	0
1	100251	intergenic	1	0
1	100501	intergenic	1	0
1	100751	intergenic	1	0
1	101001	intergenic	1	0
1	101251	intergenic	1	0
1	101501	intergenic	1	0
1	101751	intergenic	1	0
1	102001	intergenic	1	0
1	102251	intergenic	1	0
1	102501	intergenic	1	0
1	102751	intergenic	1	0
1	103001	intergenic	1	0
1	103251	intergenic	1	0
1	103501	intergenic	1	0
1	103751	intergenic	1	0
1	104001	intergenic	1	0
1	104251	intergenic	1	0
1	104501	intergenic	1	0
1	104751	intergenic	1	0
1	105001	intergenic	1	0
1	105251	intergenic	1	0
1	105501	intergenic	1	0
1	105751	intergenic	1	0
1	106001	intergenic	1	0
1	106251	intergenic	1	0
1	106501	intergenic	1	0
1	106751	intergenic	1	0
1	107001	intergenic	1	0
1	107251	intergenic	1	0
1	107501	intergenic	1	0
1	107751	intergenic	1	0
1	108001	intergenic	1	0
1	108251	intergenic	1	0
1	108501	intergenic	1	0
1	108751	intergenic	1	0
1	109001	intergenic	1	0
1	109251	intergenic	1	0
1	109501	intergenic	1	0
1	109751	intergenic	1	0
1	110001	intergenic	1	0
1	110251	intergenic	1	0
1	110501	intergenic	1	0
1	110751	intergenic	1	0
1	111001	intergenic	1	0
1	111251	intergenic	1	0
1	111501	intergenic	1	0
1	111751	intergenic	1	0
1	112001	intergenic	1	0
1	112251	intergenic	1	0
1	112501	intergenic	1	0
1	112751	intergenic	1	0
1	113001	intergenic	1	0
1	113251	intergenic	1	0
1	113501	intergenic	1	0
1	113751	intergenic	1	0
1	114001	intergenic	1	0
1	114251	intergenic	1	0
1	114501	intergenic	1	0
1	114751	intergenic	1	0
1	115001	intergenic	1	0
1	115251	intergenic	1	0
1	115501	intergenic	1	0
1	115751	intergenic	1	0
1	116001	intergenic	1	0
1	116251	intergenic	1	0
1	116501	intergenic	1	0
1	116751	intergenic	1	0
1	117001	intergenic	1	0
1	117251	intergenic	1	0
1	117501	intergenic	1	0
1	117751	intergenic	1	0
1	118001	intergenic	1	0
1	118251	intergenic	1	0
1	118501	intergenic	1	0
1	118751	intergenic	1	0
1	119001	intergenic	1	0
1	119251	intergenic	1	0
1	119501	intergenic	1	0
1	119751	intergenic	1	0
1	120001	intergenic	1	0
1	120251	intergenic	1	0
1	120501	intergenic	1	0
1	120751	intergenic	1	0
1	121001	intergenic	1	0
1	121251	intergenic	1	0
1	121501	intergenic	1	0
1	121751	intergenic	1	0
1	122001	intergenic	1	0
1	122251	intergenic	1	0
1	122501	intergenic	1	0
1	122751	intergenic	1	0
1	123001	intergenic	1	0
1	123251	intergenic	1	0
1	123501	intergenic	1	0
1	123751	intergenic	1	0
1	124001	intergenic	1	0
1	124251	intergenic	1	0
1	124501	intergenic	1	0
1	124751	intergenic	1	0
1	125001	intergenic	1	0
1	125251	intergenic	1	0
1	125501	intergenic	1	0
1	125751	intergenic	1	0
1	126001	intergenic	1	0
1	126251	genic	1	0
1	126501	genic	1	0
1	126751	genic	1	0
1	127001	genic	1	0
1	127251	genic	1	0
1	127501	genic	1.18	0.07
1	127751	genic	2.19	0.34
1	128001	genic	6.52	0.81
1	128251	genic	18.23	0.91
1	128501	genic	27.23	0.94
1	128751	genic	15.87	0.95
1	129001	genic	62.49	0.9
1	129251	genic	109.49	0.89
1	129501	genic	300.21	0.91
1	129751	genic	497.54	0.93
1	130001	genic	581.9	0.93
1	130251	genic	728.5	0.92
1	130501	genic	771.48	0.93
1	130751	genic	786.62	0.93
1	131001	genic	837.38	0.95
1	131251	genic	722.55	0.96
1	131501	genic	703.83	0.93
1	131751	genic	999	0.92
1	132001	genic	999	0.92
1	132251	genic	445.4	0.93
1	132501	genic	6.33	0.76
1	132751	genic	5.67	0.74
1	133001	genic	4.49	0.65
1	133251	genic	3.69	0.57
1	133501	genic	3.03	0.48
1	133751	genic	2.55	0.41
1	134001	genic	2.59	0.41
1	134251	intergenic	2.19	0.34
1	134501	intergenic	1.9	0.28
1	134751	intergenic	2.13	0.33
1	135001	intergenic	1.99	0.3
1	135251	intergenic	1.6	0.2
1	135501	intergenic	1.7	0.23
1	135751	intergenic	2.04	0.31
1	136001	intergenic	1.58	0.2
1	136251	intergenic	1	0
1	136501	intergenic	1	0
1	136751	intergenic	1	0
1	137001	intergenic	1	0
1	137251	intergenic	1	0
1	137501	intergenic	1	0
1	137751	intergenic	1	0
1	138001	intergenic	1	0
1	138251	intergenic	1	0
1	138501	intergenic	1	0
1	138751	intergenic	1	0
1	139001	intergenic	1	0
1	139251	intergenic	1	0
1	139501	intergenic	1	0
1	139751	intergenic	1	0
1	140001	intergenic	1	0
1	140251	intergenic	1	0
1	140501	intergenic	1	0
1	140751	intergenic	1	0
1	141001	intergenic	1	0
1	141251	intergenic	1	0
1	141501	intergenic	1	0
1	141751	intergenic	1	0
1	142001	intergenic	1	0
1	142251	intergenic	1	0
1	142501	intergenic	1	0
1	142751	intergenic	1	0
1	143001	intergenic	1	0
1	143251	intergenic	1	0
1	143501	intergenic	1	0
1	143751	intergenic	1	0
1	144001	intergenic	1	0
1	144251	intergenic	1	0
1	144501	intergenic	1	0
1	144751	intergenic	1	0
1	145001	intergenic	1	0
1	145251	intergenic	1	0
1	145501	intergenic	1	0
1	145751	intergenic	1	0
1	146001	intergenic	1	0
1	146251	intergenic	1	0
1	146501	intergenic	1	0
1	146751	intergenic	1	0
1	147001	intergenic	1	0
1	147251	intergenic	1	0
1	147501	intergenic	1	0
1	147751	intergenic	1	0
1	148001	intergenic	1	0
1	148251	intergenic	1	0
1	148501	intergenic	1	0
1	148751	intergenic	1	0
1	149001	intergenic	1	0
1	149251	intergenic	1	0
1	149501	intergenic	1	0
1	149751	intergenic	1	0
1	150001	intergenic	1	0
1	150251	intergenic	1	0
1	150501	intergenic	1	0
1	150751	intergenic	1	0
1	151001	intergenic	1	0
1	151251	intergenic	1	0
1	151501	intergenic	1	0
1	151751	intergenic	1	0
1	152001	intergenic	1	0
1	152251	intergenic	1	0
1	152501	intergenic	1	0
1	152751	intergenic	1	0
1	153001	intergenic	1	0
1	153251	intergenic	1	0
1	153501	intergenic	1	0
1	153751	intergenic	1	0
1	154001	intergenic	1	0
1	154251	intergenic	1	0
1	154501	intergenic	1	0
1	154751	intergenic	1	0
1	155001	intergenic	1	0
1	155251	intergenic	1	0
1	155501	intergenic	1	0
1	155751	intergenic	1	0
1	156001	intergenic	1	0
1	156251	intergenic	1	0
1	156501	intergenic	1	0
1	156751	intergenic	1	0
1	157001	intergenic	1	0
1	157251	intergenic	1	0
1	157501	intergenic	1	0
1	157751	intergenic	1	0
1	158001	intergenic	1	0
1	158251	intergenic	1	0
1	158501	intergenic	1	0
1	158751	intergenic	1	0
1	159001	intergenic	1	0
1	159251	intergenic	1	0
1	159501	intergenic	1	0
1	159751	intergenic	1	0
1	160001	intergenic	1	0
1	160251	intergenic	1	0
1	160501	intergenic	1	0
1	160751	intergenic	1	0
1	161001	intergenic	1	0
1	161251	intergenic	1	0
1	161501	intergenic	1	0
1	161751	intergenic	1	0
1	162001	intergenic	1	0
1	162251	intergenic	1	0
1	162501	intergenic	1	0
1	162751	intergenic	1	-0.03
1	163001	intergenic	1	0
1	163251	intergenic	1	0
1	163501	intergenic	1	0
1	163751	intergenic	1	0
1	164001	intergenic	1	0
1	164251	intergenic	1	0
1	164501	intergenic	1	0
1	164751	intergenic	1	0
1	165001	intergenic	1	0
1	165251	intergenic	1	0
1	165501	intergenic	1	0
1	165751	intergenic	1	0
1	166001	intergenic	1	0
1	166251	intergenic	1	0
1	166501	intergenic	1	0
1	166751	intergenic	1	0
1	167001	intergenic	1	0
1	167251	intergenic	1	0
1	167501	intergenic	1	0
1	167751	intergenic	1	0
1	168001	intergenic	1	0
1	168251	intergenic	1.02	0.01
1	168501	intergenic	1	0
1	168751	intergenic	1	0
1	169001	intergenic	1	0
1	169251	intergenic	1	0
1	169501	intergenic	1	0
1	169751	intergenic	1	0
1	170001	intergenic	1	0
1	170251	intergenic	1	0
1	170501	intergenic	1	0
1	170751	intergenic	1	0
1	171001	intergenic	1	0
1	171251	intergenic	1	0
1	171501	intergenic	1	0
1	171751	intergenic	1	0
1	172001	intergenic	1	0
1	172251	intergenic	1	0
1	172501	intergenic	1	0
1	172751	intergenic	1	0
1	173001	intergenic	1	0
1	173251	intergenic	1	0
1	173501	intergenic	1	0
1	173751	intergenic	1	0
1	174001	intergenic	1	0
1	174251	intergenic	1	0
1	174501	intergenic	1	0
1	174751	intergenic	1	0
1	175001	intergenic	1	0
1	175251	intergenic	1	0
1	175501	intergenic	1	0
1	175751	intergenic	1	0
1	176001	intergenic	1	0
1	176251	intergenic	1	0
1	176501	intergenic	1	0
1	176751	intergenic	1	0
1	177001	intergenic	1	0
1	177251	intergenic	1	0
1	177501	intergenic	1	0
1	177751	intergenic	1	0
1	178001	intergenic	1	0
1	178251	intergenic	1	0
1	178501	intergenic	1	0
1	178751	intergenic	1	0
1	179001	intergenic	1	0
1	179251	intergenic	1	0
1	179501	intergenic	1	0
1	179751	intergenic	1	0
1	180001	intergenic	1	0
1	180251	intergenic	1	0
1	180501	intergenic	1	0
1	180751	intergenic	1	0
1	181001	intergenic	1	0
1	181251	intergenic	1	0
1	181501	intergenic	1	0
1	181751	intergenic	1	0
1	182001	intergenic	1	0
1	182251	intergenic	1	0
1	182501	intergenic	1	0
1	182751	intergenic	1	0
1	183001	intergenic	1	0
1	183251	intergenic	1	0
1	183501	intergenic	1	0
1	183751	intergenic	1	0
1	184001	intergenic	1	0
1	184251	intergenic	1	0
1	184501	intergenic	1	0
1	184751	intergenic	1	0
1	185001	intergenic	1	0
1	185251	intergenic	1	0
1	185501	intergenic	1	0
1	185751	intergenic	1	0
1	186001	intergenic	1	0
1	186251	intergenic	1	0
1	186501	intergenic	1	0
1	186751	intergenic	1	0
1	187001	intergenic	1	0
1	187251	intergenic	1	0
1	187501	intergenic	1	0
1	187751	intergenic	1	0
1	188001	intergenic	1	0
1	188251	intergenic	1	0
1	188501	intergenic	1	0
1	188751	intergenic	1	0
1	189001	intergenic	1	0
1	189251	intergenic	1	0
1	189501	intergenic	1	0
1	189751	intergenic	1	0
1	190001	intergenic	1	0
1	190251	intergenic	1	0
1	190501	intergenic	1.08	0.03
1	190751	intergenic	1	0
1	191001	intergenic	1	0
1	191251	intergenic	1	0
2	251	intergenic	1	0
2	501	intergenic	1	0
2	751	intergenic	1	0
2	1001	intergenic	1	0
2	1251	intergenic	1	0
2	1501	intergenic	1	0
2	1751	intergenic	1	0
2	2001	intergenic	1	0
2	2251	intergenic	1	0
2	2501	intergenic	1	0
2	2751	intergenic	1	0
2	3001	intergenic	1	0
2	3251	intergenic	1	0
2	3501	intergenic	1	0
2	3751	intergenic	1	0
2	4001	intergenic	1	0
2	4251	intergenic	1	0
2	4501	intergenic	1	0
2	4751	intergenic	1	0
2	5001	intergenic	1	0
2	5251	intergenic	1	0
2	5501	intergenic	1	0
2	5751	intergenic	1	0
2	6001	intergenic	1	0
2	6251	intergenic	1	0
2	6501	intergenic	1	0
2	6751	intergenic	1	0
2	7001	intergenic	1	0
2	7251	intergenic	1	0
2	7501	intergenic	1	0
2	7751	intergenic	1	0
2	8001	intergenic	1	0
2	8251	intergenic	1	0
2	8501	intergenic	1	0
2	8751	intergenic	1	0
2	9001	intergenic	1	0
2	9251	intergenic	1	0
2	9501	intergenic	1	0
2	9751	intergenic	1	0
2	10001	intergenic	1	0
2	10251	intergenic	1	0
2	10501	intergenic	1	0
2	10751	intergenic	1	0
2	11001	intergenic	1	0
2	11251	intergenic	1	0
2	11501	intergenic	1	0
2	11751	intergenic	1	0
2	12001	intergenic	1	0
2	12251	intergenic	1	0
2	12501	intergenic	1	0
2	12751	intergenic	1	0
2	13001	intergenic	1	0
2	13251	intergenic	1	0
2	13501	intergenic	1	0
2	13751	intergenic	1	0
2	14001	intergenic	1	0
2	14251	intergenic	1	0
2	14501	intergenic	1	0
2	14751	intergenic	1	0
2	15001	intergenic	1	0
2	15251	intergenic	1	0
2	15501	intergenic	1	0
2	15751	intergenic	1	0
2	16001	intergenic	1	0
2	16251	intergenic	1	0
2	16501	intergenic	1	0
2	16751	intergenic	1	0
2	17001	intergenic	1	0
2	17251	intergenic	1	0
2	17501	intergenic	1	0
2	17751	intergenic	1	0
2	18001	intergenic	1	0
2	18251	intergenic	1	0
2	18501	intergenic	1	0
2	18751	intergenic	1	0
2	19001	intergenic	1.1	0.04
2	19251	intergenic	1.63	0.21
2	19501	intergenic	2.11	0.32
2	19751	intergenic	2.6	0.41
2	20001	intergenic	1.64	0.21
2	20251	intergenic	1	0
2	20501	intergenic	1	0
2	20751	intergenic	1	0
2	21001	intergenic	1	0
2	21251	intergenic	1	0
2	21501	intergenic	1	0
2	21751	intergenic	1	0
2	22001	intergenic	1	0
2	22251	intergenic	1	0
2	22501	intergenic	1	0
2	22751	intergenic	1	0
2	23001	intergenic	1	0
2	23251	intergenic	1	0
2	23501	intergenic	1	0
2	23751	intergenic	1	0
2	24001	intergenic	1	0
2	24251	intergenic	1	0
2	24501	intergenic	1	0
2	24751	intergenic	1	0
2	25001	intergenic	1	0
2	25251	intergenic	1	0
2	25501	intergenic	1	0
2	25751	intergenic	1	0
2	26001	intergenic	1	0
2	26251	intergenic	1	0
2	26501	intergenic	1	0
2	26751	intergenic	1	0
2	27001	intergenic	1	0
2	27251	intergenic	1	0
2	27501	intergenic	1	0
2	27751	intergenic	1	0
2	28001	intergenic	1	0
2	28251	intergenic	1	0
2	28501	intergenic	1	0
2	28751	intergenic	1	0
2	29001	intergenic	1	0
2	29251	intergenic	1	0
2	29501	intergenic	1	0
2	29751	intergenic	1	0
2	30001	intergenic	1	0
2	30251	intergenic	1	0
2	30501	intergenic	1	0
2	30751	intergenic	1	0
2	31001	intergenic	1	0
2	31251	intergenic	1	0
2	31501	intergenic	1	0
2	31751	intergenic	1	0
2	32001	intergenic	1	0
2	32251	intergenic	1	0
2	32501	intergenic	1	0
2	32751	intergenic	1	0
2	33001	intergenic	1	0
2	33251	intergenic	1	0
2	33501	intergenic	1	0
2	33751	intergenic	1	0
2	34001	intergenic	1	0
2	34251	intergenic	1	0
2	34501	intergenic	1	0
2	34751	intergenic	1	0
2	35001	intergenic	1	0
2	35251	intergenic	1	0
2	35501	intergenic	1	0
2	35751	intergenic	1	0
2	36001	intergenic	1	0
2	36251	intergenic	1	0
2	36501	intergenic	1	0
2	36751	intergenic	1	0
2	37001	intergenic	1	0
2	37251	intergenic	1	0
2	37501	intergenic	1	0
2	37751	intergenic	1	0
2	38001	intergenic	1	0
2	38251	intergenic	1	0
2	38501	intergenic	1	0
2	38751	intergenic	1	0
2	39001	intergenic	1	0
2	39251	intergenic	1	0
2	39501	intergenic	1	0
2	39751	intergenic	1	0
2	40001	intergenic	1	0
2	40251	intergenic	1	0
2	40501	intergenic	1	0
2	40751	intergenic	1	0
2	41001	intergenic	1	0
2	41251	intergenic	1	0
2	41501	intergenic	1	0
2	41751	intergenic	1	0
2	42001	intergenic	1	0
2	42251	intergenic	1	0
2	42501	intergenic	1	0
2	42751	intergenic	1	0
2	43001	intergenic	1	0
2	43251	intergenic	1	0
2	43501	intergenic	1	0
2	43751	intergenic	1	0
2	44001	intergenic	1	0
2	44251	intergenic	1	0
2	44501	intergenic	1	0
2	44751	intergenic	1	0
2	45001	intergenic	1	0
2	45251	intergenic	1	0
2	45501	intergenic	1	0
2	45751	intergenic	1	0
2	46001	intergenic	1	0
2	46251	intergenic	1	0
2	46501	intergenic	1	0
2	46751	intergenic	1	0
2	47001	intergenic	1	0
2	47251	intergenic	1	0
2	47501	intergenic	1	0
2	47751	intergenic	1	0
2	48001	intergenic	1	0
2	48251	intergenic	1	0
2	48501	intergenic	1	0
2	48751	intergenic	1	0
2	49001	intergenic	1	0
2	49251	intergenic	1	0
2	49501	intergenic	1	0
2	49751	intergenic	1	0
2	50001	intergenic	1	0
2	50251	intergenic	1	0
2	50501	intergenic	1	0
2	50751	intergenic	1	0
2	51001	intergenic	1	0
2	51251	intergenic	1	0
2	51501	intergenic	1	0
2	51751	intergenic	1	0
2	52001	intergenic	1	0
2	52251	intergenic	1	0
2	52501	intergenic	1	0
2	52751	intergenic	1	0
2	53001	intergenic	1	0
2	53251	intergenic	1	0
2	53501	intergenic	1	0
2	53751	intergenic	1	0
2	54001	intergenic	1	0
2	54251	intergenic	1	0
2	54501	intergenic	1	0
2	54751	intergenic	1	0
2	55001	intergenic	1	0
2	55251	intergenic	1	0
2	55501	intergenic	1	0
2	55751	intergenic	1	0
2	56001	intergenic	1	0
2	56251	intergenic	1	0
2	56501	intergenic	1	0
